,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
35925248,5002,10050,1,2,15009,0.7467164179104477,0.24997843524724525,1,1000,4992502,0.496766368159204,0.2893683970257593,7071.0,1,51,5489,0.5487902419516096,0.14837329027189572,2482491,0.4963989202159568,0.2890077063677816,3885,20288,82140,46525,5413825,15363063,283021,Network Simplex
35925360,27,50,1,2,71,0.71,0.2467792535850613,18,982,24253,0.4939511201629328,0.275546188024987,500.0,1,6,28,0.5384615384615384,0.13323467750529827,13951,0.5464123452921824,0.22415293313048065,11,62,21,31,208,250,123,Network Simplex
35925739,1002,1970,2,9997,9907252,0.5030571100264091,0.2911084255972268,3,9993,9828677,0.4992671011840268,0.28606035108712297,3162.0,1,51,2761681,0.32626798461708584,0.21870587373839406,4826330,0.4825368786537722,0.28654102555542604,593,2319,1248,2069,152002,323047,30428,Network Simplex
35926478,5002,10050,2,9996,50134262,0.4990479973083761,0.2880853555675024,1,10000,50016121,0.4976728457711442,0.2882670847205671,7071.0,1,51,13356633,0.2968206758737161,0.19127634941433894,24564819,0.4912472650984354,0.2853028846687505,5947,17851,13952,29693,1869483,4586648,275910,Network Simplex
35929782,2502,5000,1,10,27242,0.54484,0.2869867146750873,1,10000,24791223,0.49582446,0.2879294906599677,500.0,1,51,7878,0.3499933359989338,0.1872205185240851,12563848,0.5023529788084765,0.2874635339843557,1873,4040,1428,2017,530559,1377647,91890,SSP
35930164,5002,10050,1,9999,50249569,0.5000457160143875,0.2869566805561745,1,1000,5069288,0.5044067661691543,0.2883205659853965,7071.0,1,51,13454966,0.3076563875332424,0.19439432592299294,2501761,0.500252149570086,0.2886251328530063,5974,32232,163953,72866,6686913,20970901,493568,Network Simplex
35931228,52,105,7,994,52604,0.5040145635719077,0.2786725854602332,22,9903,556753,0.5354346686670225,0.26892222807297234,707.0,1,6,13851,0.385778743315508,0.22411202799847146,257059,0.511142130516135,0.2796012950285224,14,61,10,15,77,81,140,SSP
35941659,252,545,2,999,277825,0.5102809231249598,0.2929092072046265,1,100,27755,0.5092660550458716,0.29312209442864506,158.0,1,6,65879,0.3364950454591889,0.22350246536344728,12273,0.4889641434262949,0.2971171625404011,61,528,276,540,4029,11221,1682,Network Simplex
35942210,1002,2090,1,100,105292,0.5037894736842106,0.2827848416790671,9,9992,10452891,0.5005387563639428,0.2834008955148805,3162.0,1,11,27117,0.3187048245871775,0.1990911976744989,4929733,0.4928751192762402,0.283707346054701,264,1350,352,629,16954,98813,7436,Network Simplex
35943761,1002,1970,1,10,10720,0.5441624365482234,0.28683275519356444,5,9999,9837721,0.4994266431719314,0.28950684742435273,3162.0,1,51,3178,0.3174825174825175,0.17022068283023878,5040219,0.5035687384922308,0.28725465501778136,489,5029,1132,1494,134334,238589,35578,Network Simplex
35948403,502,1095,1,10,6100,0.5570776255707763,0.2949539835665207,1,100,54587,0.4985114155251141,0.2952161557855685,2236.0,1,6,1536,0.3406520292747838,0.1982418438957471,24450,0.4880239520958083,0.29946373797910963,178,1704,2674,2978,30125,107928,4577,Network Simplex
35948917,27,50,1,2,72,0.72,0.24819347291981714,6,984,26480,0.5382113821138211,0.3046406935143224,500.0,1,6,29,0.5576923076923077,0.15974276659457834,14519,0.5692386105230142,0.28514736340892416,11,44,12,18,107,139,113,Network Simplex
35949564,402,800,1,100,40004,0.50005,0.2864698893426672,7,9951,3832136,0.4813757411315446,0.3045746968990563,200.0,1,21,11197,0.3364179911666617,0.2162227088555765,1919651,0.4817994767509568,0.30980244466639645,152,639,92,122,13416,15363,3570,SSP
35950807,1002,1970,1,2,2954,0.7497461928934009,0.2499998711638721,3,9998,9772362,0.4961582164148566,0.28822148829582944,3162.0,1,51,1107,0.5529470529470529,0.15385101903383175,4950162,0.4946206024421668,0.29365686310479633,451,2620,1361,1728,87863,202595,21525,Network Simplex
35962283,2502,5000,2,9997,24774951,0.4956477143142943,0.2885293444386107,6,9998,24957158,0.4992430086017203,0.2908814351388851,50000.0,1,51,6583858,0.3165192021063403,0.2047322453986114,12373388,0.4948365922684737,0.2889292939874349,3376,16063,62525,25713,1687332,5423210,201696,Network Simplex
35963647,10002,20000,1,10,109429,0.547145,0.2879927932692067,1,1000,10006145,0.50030725,0.28742363985489694,1000.0,1,101,31467,0.3146385361463854,0.16800258731306056,5015861,0.5015359464053595,0.28456585381983324,13061,40011,55915,39302,14740205,29320321,1063504,Network Simplex
35973411,5002,9950,1,10000,49462084,0.4971063718592965,0.2899240131493172,2,10000,49745305,0.4999528140703518,0.2892235904555515,707.0,1,101,13218225,0.2970461201084125,0.19114656062335475,25006083,0.5000216556688662,0.2907567253603427,6394,15689,4097,3629,1927183,4739373,350892,CAS
35975602,202,390,92,9998,1939759,0.4974735972835593,0.2841454330351382,5,997,197652,0.5083249749247744,0.2964258099453307,141.0,1,21,559953,0.33981895839174464,0.2024649230182308,101228,0.5051373024546275,0.2857188867891234,87,347,85,103,4178,5653,3053,SSP
35976614,502,1095,1,10,6049,0.5524200913242011,0.2818903682066184,12,9981,5381352,0.4923831993115687,0.2831530147942585,223.0,1,6,1559,0.31117764471057885,0.16750729235843734,2470395,0.4940809763239053,0.2782272875505739,119,305,59,82,469,743,816,SSP
35976725,10002,20000,1,10000,99702557,0.498512785,0.289526147820959,2,10000,99893605,0.499468025,0.29055565013797163,10000.0,1,101,26584772,0.2948326728995246,0.19065034239691714,50528890,0.5052383761623838,0.2904426287049922,14250,46598,81690,62090,19842280,51263872,1283830,Network Simplex
35977484,202,410,1,10,2313,0.5641463414634147,0.2929369832321479,6,1000,216789,0.5287536585365854,0.2861762382097497,141.0,1,11,660,0.3283582089552239,0.17687669214358864,108627,0.5404328358208955,0.2837728695786008,84,231,56,174,2372,6285,1428,SSP
35983733,102,200,88,9983,1018707,0.5102208754883302,0.27801413838536104,22,9925,963798,0.4855405541561713,0.2988949815140821,1000.0,1,11,298513,0.3491523044803003,0.20955997391998052,468180,0.4670474100306756,0.3140730505643515,36,195,46,87,930,946,656,Network Simplex
35984225,1002,2090,1,2,3168,0.7578947368421053,0.249875315167773,1,9992,10696567,0.5122072298987516,0.28944370604649944,31622.0,1,11,1093,0.5459540459540461,0.14444808284458613,5139369,0.5138345441588036,0.29265294844294004,201,1999,2009,2387,29495,91390,6231,Network Simplex
35986870,2002,4080,1,10000,20450502,0.5012377941176471,0.2897462049744481,4,9998,20577861,0.5044602302813503,0.2897580968271053,447.0,1,21,5308006,0.2981875743782785,0.1928400444356139,10059364,0.5029180087827234,0.2863615074503608,827,3669,454,541,113914,475341,30327,SSP
35989553,52,105,1,10,562,0.5352380952380952,0.2861837413041629,67,9852,561297,0.542599037178818,0.2759342046548564,7071.0,1,6,153,0.5,0.2513579676212995,275501,0.5483130726915207,0.2716519183680924,18,59,16,35,220,492,249,SSP
35991909,502,905,1,1000,446441,0.4933049723756906,0.28509531182764863,16,9985,4412468,0.4882979718196079,0.29226747091583044,223.0,1,101,146799,0.3167697038355721,0.19946701866843566,2456817,0.4911193137010906,0.29027427503182857,420,694,129,103,9260,9926,8626,CAS
35994494,102,215,1,2,318,0.7395348837209302,0.24978086664367544,1,100,11121,0.5172558139534884,0.2907606778237448,100.0,1,6,111,0.5495049504950495,0.14933765474255795,5238,0.5186138613861386,0.30265828753857504,26,93,44,53,1270,1337,340,Network Simplex
35995904,202,390,1,2,599,0.7679487179487181,0.2493548546228795,2,9952,1998809,0.5149870661225162,0.28488123623067474,141.0,1,21,239,0.5945273631840796,0.1957760434820995,1000123,0.4999735046631793,0.2843561278334131,67,139,22,44,994,1287,1270,SSP
35999609,202,410,1,993,209679,0.5150173163363054,0.2885910982912287,5,999,199013,0.4858834444200298,0.2839877588831823,1414.0,1,11,56142,0.3487059086589524,0.21635295049811207,94607,0.4720978856968917,0.2906616463663179,80,579,409,773,6067,16270,2584,Network Simplex
36003134,5002,10050,1,10,55466,0.5519004975124379,0.29018928468333577,1,1000,5039371,0.5014299502487563,0.28923551889686683,707.0,1,51,15928,0.3538847785998356,0.19487782213318425,2495733,0.4990467906418716,0.2873137030797565,3586,11730,6954,10846,1726320,3945317,218718,Network Simplex
36003387,202,410,1,2,619,0.7548780487804878,0.24995240474957464,2,997,204341,0.4998923600068498,0.2972989000820446,141.0,1,11,226,0.5621890547263682,0.16500620847539302,100660,0.5033125828145704,0.2954179120882725,50,173,52,98,574,1152,555,Network Simplex
36011355,52,105,1,2,155,0.7380952380952381,0.24971639242146465,16,996,48771,0.4663511187607573,0.2892198060229396,707.0,1,6,54,0.5294117647058824,0.1176470588235294,24958,0.4913379006220962,0.30615534064183114,15,69,44,48,497,1001,311,Network Simplex
36017123,2002,4080,1,100,205931,0.504732843137255,0.28821556679148364,1,10000,20403131,0.5000767401960784,0.2903939900657975,4472.0,1,21,54224,0.31509826482107783,0.1985149949663668,9956556,0.4975790104947526,0.2911978272273497,784,3530,2550,3908,82037,447632,33053,Network Simplex
36032549,10002,20000,1,1000,9992842,0.4996421,0.2896753175670824,1,10000,99991785,0.499958925,0.2891364529082149,1000.0,1,101,2664127,0.2876739323907781,0.18417917325777128,50016103,0.5001610350016104,0.2884245539594514,14328,26717,11070,11158,12551477,28149610,735251,SSP
36036315,2002,3920,1,1000,2005612,0.5116357142857143,0.2879202039220773,8,9993,19449305,0.4965032921003886,0.28968574089979143,4472.0,1,101,573263,0.3323529650487981,0.2075722213310855,9895201,0.4955534558605055,0.2896575023071645,2658,7339,9001,6051,869199,1145318,133922,Network Simplex
36036322,10002,20000,1,10000,100092248,0.50046124,0.29080402165661745,1,1000,9980134,0.4990067,0.2891541728128958,10000.0,1,101,26600530,0.2943544733618714,0.19021540630003544,4986359,0.4985860413958605,0.2885119936919217,29599,102013,1005435,183997,28381854,117925122,2269260,Network Simplex
36038827,5002,10050,1,2,15019,0.7472139303482587,0.2499844751497493,1,1000,5042190,0.501710447761194,0.28990764310834466,707.0,1,51,5485,0.5483903219356129,0.1478294209918113,2519365,0.5037722455508898,0.28949041880003745,2596,9760,5832,10189,2626004,5794495,206569,Network Simplex
36039264,252,545,1,10,2860,0.5247706422018348,0.2794345415143423,11,9987,2709904,0.4978773322750769,0.27940644981248103,15811.0,1,6,731,0.4160500853727945,0.23131388930892,1245889,0.4985137285546976,0.2800870485637648,54,455,204,287,3187,13919,1632,Network Simplex
36043412,5002,9950,1,2,14874,0.7474371859296483,0.24998686362295286,1,1000,4979319,0.5004340703517588,0.2871050287134971,707.0,1,101,5482,0.5480903819236153,0.14741949032691862,2539274,0.50775324935013,0.2855173260473784,6647,11572,17311,17777,1332401,4059979,279123,Network Simplex
36048063,102,185,1,100,9731,0.526,0.29602264339980044,1,995,91446,0.4967866358821133,0.2760248485453977,100.0,1,21,3244,0.3691817457607829,0.2336400233898936,53526,0.5326235136076423,0.2675805868683005,37,120,21,33,487,506,334,SSP
36048389,502,1040,1,100,51282,0.4930961538461538,0.2954316112204042,2,9992,5201152,0.5005111781733079,0.28683767570943863,223.0,1,11,12636,0.2866086009798585,0.19081332168023624,2482482,0.4959021109102851,0.28133319051218764,103,491,45,65,2956,4932,2631,SSP
36050155,1002,2030,1,2,3042,0.7492610837438424,0.24999890800314786,1,1000,997289,0.4912753694581281,0.29259374908595337,3162.0,1,21,1098,0.5484515484515484,0.14791288543741374,499750,0.4997504997504998,0.294890958853045,427,3080,2957,3124,87758,335935,16380,Network Simplex
36050434,2502,5000,1,1000,2496918,0.4993835999999999,0.28895293120340554,5,10000,25010030,0.5002006,0.2878222205036297,50000.0,1,51,666944,0.3097223363848421,0.19555981422486934,12545487,0.5016188324670132,0.28570269360568323,3705,15024,58021,24442,1534922,5585358,205084,Network Simplex
36052226,5002,10050,1,10,55126,0.5485174129353234,0.2880579870887898,1,1000,5055871,0.5030717412935324,0.2885650394926002,7071.0,1,51,15871,0.3173565286942611,0.17321861829469382,2520641,0.5040273945210958,0.2914146773011971,5791,31325,101392,50944,5428592,15546320,376421,Network Simplex
36058520,102,200,1,10,1115,0.5575,0.2839784322796363,66,9968,994119,0.4986551966292135,0.3054756501696166,1000.0,1,11,341,0.4823196605374823,0.26199375851403234,534609,0.5310150898717481,0.3099205786099076,19,109,27,33,531,811,362,Network Simplex
36059174,102,215,1,100,11022,0.5126511627906977,0.2886374473054735,1,9960,1020839,0.4767157000093397,0.2961227309960159,100.0,1,6,2756,0.3737962837379628,0.2570982500619827,454610,0.4547932816925221,0.286900281002732,18,98,15,21,66,140,254,SSP
36062934,10002,20000,1,10000,99600249,0.498001245,0.2875302322712344,1,1000,10069785,0.50348925,0.2897441647116254,10000.0,1,101,26702799,0.29587908895280685,0.18938599157551586,5023628,0.5023125687431257,0.2892874676979876,26749,96678,966767,209520,29344317,118477638,2012881,Network Simplex
36070903,2502,5000,1,100,252515,0.50503,0.2891327015403135,3,9999,25304435,0.5061393139313931,0.2873562570682411,5000.0,1,51,68507,0.3112709461669877,0.1985883277374125,12614062,0.5044111768234001,0.2874322658768256,1823,8376,3903,5589,1114898,2797492,103759,Network Simplex
36071656,5002,10050,1,10000,50685804,0.5043363582089553,0.2896541784988812,2,10000,50201502,0.4995174328358209,0.2882766929877906,707.0,1,51,13586105,0.3045944236424607,0.1965478753033585,25012977,0.5001595080983803,0.287650961567904,3584,10242,1505,2484,633254,1608551,148467,SSP
36079737,1002,1970,1,10,10887,0.5526395939086294,0.2883448954583572,7,9999,9838708,0.4994767497054274,0.2953322332311371,3162.0,1,51,3252,0.36097236097236096,0.19251611701588406,4979615,0.4982113529935263,0.29368070234075105,634,2414,1411,1966,141732,277682,31791,Network Simplex
36082161,202,410,1,100,21384,0.5215609756097561,0.2904588505157841,11,10000,2041378,0.4978970731707317,0.29799268298631915,141.0,1,11,5685,0.3626100267891313,0.23112479132091945,979973,0.49162927923656896,0.3013864045707002,49,226,24,30,1108,4112,1118,SSP
36085447,402,800,14,9967,3943638,0.4945868867261965,0.29228411734878623,2,9986,4023784,0.5036781494091728,0.2955911001171699,200.0,1,21,1030893,0.3164457762536053,0.2049430880421851,2037284,0.5100400289307851,0.3017074810034182,334,514,42,76,4065,11607,3380,SSP
36088202,252,545,14,9993,2689389,0.4938115396373792,0.28916049198463395,21,9986,2811744,0.5166396257512812,0.30712873607120983,158.0,1,6,610354,0.3326069269631909,0.2137876623146883,1291528,0.5157391881806243,0.3161154111824156,43,250,28,72,651,2391,757,SSP
36093793,102,185,178,9966,892292,0.4839654826409793,0.28986518340860296,49,9985,958180,0.518713204942549,0.284341314586856,10000.0,1,21,281292,0.4195013265447648,0.2608942191614106,549750,0.5482543621001906,0.2797086176984116,38,310,91,106,961,2312,1260,Network Simplex
36097298,5002,10050,1,10,55149,0.5487462686567164,0.28757507399389554,1,1000,5012522,0.498758407960199,0.2862474254879167,707.0,1,51,15844,0.3520184851918505,0.1905717865423763,2484525,0.4968056388722255,0.2892521848679912,3021,15272,8657,7730,1507212,3211364,183076,Network Simplex
36097368,252,545,1,10,3068,0.5629357798165138,0.2884673283848499,1,10,3118,0.5721100917431193,0.2829596962725796,158.0,1,6,775,0.3859561752988048,0.2030138507033536,1449,0.5772908366533864,0.2902160053420048,82,664,944,1000,5093,15439,1897,Network Simplex
36101605,102,200,124,9976,1001507,0.5019581996792302,0.2856616448150586,83,9944,990240,0.4979082864038616,0.2968275067239919,100.0,1,11,282561,0.3478345969621207,0.22513393656197034,525627,0.5237749318410102,0.3035338985965451,31,112,16,28,171,146,280,SSP
36105020,502,1040,1,2,1541,0.7408653846153846,0.2498330618668697,1,1000,530508,0.5101038461538462,0.2897891686949314,223.0,1,11,549,0.5479041916167665,0.14716414044843726,261301,0.5220809631987277,0.2886353699574217,117,318,91,101,3697,10511,1627,SSP
36105138,27,50,1,10,260,0.52,0.28213471959331765,670,9938,263154,0.5295914670959951,0.2957017409552325,50.0,1,6,82,0.4505494505494506,0.2527472527472528,132732,0.513692586343019,0.3094943125464101,7,34,7,7,48,75,55,Network Simplex
36110348,252,545,1,2,798,0.7321100917431193,0.24935908081030536,1,10,3051,0.5598165137614679,0.2864844861911603,158.0,1,6,268,0.5338645418326693,0.12564021538821896,1363,0.5430278884462151,0.2948110260063282,62,464,639,682,4571,11381,1539,Network Simplex
36112477,5002,10050,1,100,505349,0.5028348258706468,0.2902265260087352,1,100,505327,0.5028129353233831,0.2890105230259654,707.0,1,51,134592,0.286308695707667,0.18338117664462605,252803,0.505504899020196,0.2883730885820505,6673,27147,87716,45076,3214405,9446443,408266,Network Simplex
36112866,502,1040,1,100,53254,0.5120576923076923,0.2806582176476151,1,9997,5299891,0.5097578311955125,0.2951211636924342,22360.0,1,11,14088,0.3514970059880239,0.21555845748620095,2455889,0.4924627337649395,0.2977408544131025,343,1077,762,1170,23713,58339,7012,Network Simplex
36116687,5002,9950,1,100,495820,0.4983115577889447,0.29105737474603816,2,10000,49727566,0.4997745326633166,0.2894624733919209,7071.0,1,101,132540,0.2849752630119138,0.18173051902024412,25164607,0.5031915016996601,0.2871143648410243,6551,31541,29686,21741,5759278,16075833,489356,Network Simplex
36119727,202,410,1,2,612,0.7463414634146341,0.24997322878671135,1,100,20738,0.5058048780487805,0.28934570592490266,141.0,1,11,222,0.5522388059701493,0.15293956367103878,10613,0.5280099502487562,0.2930369713323888,55,291,159,337,3569,8713,1810,Network Simplex
36123113,202,390,1,10,2225,0.5705128205128205,0.2846090320381377,35,9972,1995672,0.5131475824616619,0.2977709436371618,1414.0,1,21,698,0.43407960199004975,0.2278938253958912,1004028,0.5009189910854871,0.29347964677563154,74,266,74,123,2683,2595,1386,Network Simplex
36123624,2502,5000,1,10,27157,0.54314,0.2855117167473167,1,100,250261,0.500522,0.2894641731130124,500.0,1,51,7848,0.3486605357856857,0.18500099141106094,123808,0.4950339864054378,0.29082196938558696,6917,11763,27823,16343,779655,2528821,125661,Network Simplex
36131758,2502,5000,1,100,256583,0.513166,0.28544645109722416,7,10000,24980052,0.49960104,0.28880857663670306,50000.0,1,51,71105,0.3384598541535767,0.2092734155654016,12600149,0.5038044382247101,0.29005217171979,3053,13556,55014,17608,1463817,4976936,168623,Network Simplex
